Brend,Cena,Godiste,Gorivo,Karoserija,Kilometraza,Kubikaza,Model,Snaga
AUDI,18300,2015,Dizel ,Limuzina ,189000,1968,A5,190
AUDI,34999,2018,Dizel ,Hecbek ,13000,1999,A5,150
AUDI,14500,2012,Dizel ,Limuzina ,204000,2000,A5,177
AUDI,22000,2015,Dizel ,Limuzina ,158500,1968,A5,190
AUDI,8300,2008,Benzin ,Kupe ,180000,1800,A5,170
AUDI,9900,2010,Dizel ,Limuzina ,191000,1968,A5,143
AUDI,15500,2013,Dizel ,Limuzina ,216000,1986,A5,177
AUDI,12700,2010,Dizel ,Limuzina ,172000,2967,A5,238
AUDI,11800,2010,Dizel ,Limuzina ,100000,1968,A5,170
AUDI,11500,2011,Dizel ,Limuzina ,196000,1968,A5,170
AUDI,12000,2011,Dizel ,Limuzina ,275000,2000,A5,143
AUDI,12450,2015,Dizel ,Limuzina ,218750,1968,A5,190
AUDI,31000,2018,Dizel ,Limuzina ,62000,1968,A5,150
AUDI,11450,2010,Benzin ,Kabriolet/Roadster ,179000,1984,A5,211
AUDI,13000,2011,Dizel ,Limuzina ,185000,1995,A5,162
AUDI,10999,2008,Dizel ,Kupe ,248536,2698,A5,190
AUDI,11000,2010,Dizel ,Limuzina ,241207,1998,A5,170
AUDI,13899,2011,Dizel ,Limuzina ,161300,1968,A5,177
AUDI,13500,2010,Dizel ,Limuzina ,254757,1999,A5,150
AUDI,9300,2008,Dizel ,Kupe ,260000,2967,A5,239
AUDI,13500,2012,Dizel ,Limuzina ,206000,1968,A5,140
AUDI,16900,2015,Dizel ,Limuzina ,133000,2000,A5,189
AUDI,13500,2012,Dizel ,Limuzina ,232000,1968,A5,177
AUDI,18000,2015,Dizel ,Hecbek ,113700,2000,A5,150
AUDI,17300,2014,Dizel ,Hecbek ,207000,1989,A5,177
AUDI,13550,2014,Dizel ,Limuzina ,212300,1997,A5,136
AUDI,10800,2011,Benzin ,Limuzina ,198000,2000,A5,179
AUDI,16900,2013,Dizel ,Limuzina ,145000,1968,A5,190
AUDI,8300,2008,Benzin ,Kupe ,227800,1800,A5,170
AUDI,19000,2015,Dizel ,Limuzina ,203000,1968,A5,136
AUDI,14500,2014,Dizel ,Limuzina ,223000,1968,A5,136
AUDI,9100,2009,Benzin ,Kupe ,217000,1984,A5,178
AUDI,15500,2013,Dizel ,Kupe ,113000,1995,A5,177
AUDI,14800,2011,Dizel ,Limuzina ,162232,2967,A5,239
AUDI,11700,2009,Dizel ,Kupe ,210000,1968,A5,170
AUDI,13700,2011,Dizel ,Limuzina ,242000,2000,A5,170
AUDI,6150,2008,Dizel ,Limuzina ,209393,1968,A6,140
AUDI,22450,2015,Dizel ,Limuzina ,190000,1997,A6,190
AUDI,24300,2017,Dizel ,Limuzina ,148796,2967,A6,272
AUDI,9699,2009,Dizel ,Limuzina ,192000,1968,A6,136
AUDI,17999,2012,Dizel ,Limuzina ,173553,1998,A6,177
AUDI,17900,2016,Dizel ,Limuzina ,191500,1968,A6,150
AUDI,17200,2014,Dizel ,Limuzina ,156000,1968,A6,140
AUDI,8450,2009,Dizel ,Karavan ,186000,1996,A6,170
AUDI,22500,2015,Dizel ,Limuzina ,134500,1968,A6,150
AUDI,24950,2015,Dizel ,Limuzina ,185680,1990,A6,190
AUDI,8900,2009,Dizel ,Limuzina ,238000,1998,A6,136
AUDI,16999,2013,Dizel ,Limuzina ,173000,1998,A6,177
AUDI,5290,2006,Dizel ,Karavan ,180200,1968,A6,140
AUDI,5400,2006,Dizel ,Limuzina ,225000,2000,A6,140
AUDI,3000,2001,Dizel ,Limuzina ,290000,1900,A6,131
AUDI,17700,2014,Dizel ,Limuzina ,192000,1996,A6,177
AUDI,19999,2015,Dizel ,Limuzina ,145762,1968,A6,150
AUDI,15299,2015,Dizel ,Karavan ,189331,1968,A6,136
AUDI,12790,2012,Dizel ,Karavan ,202000,1968,A6,163
AUDI,4990,2005,Dizel ,Limuzina ,160000,1968,A6,140
AUDI,19750,2011,Dizel ,Limuzina ,189000,2967,A6,245
AUDI,18990,2015,Dizel ,Limuzina ,188542,1968,A6,150
AUDI,5650,2005,Dizel ,Limuzina ,205420,1993,A6,140
AUDI,9950,2010,Dizel ,Limuzina ,245000,1998,A6,170
AUDI,23500,2016,Dizel ,Karavan ,165000,3000,A6,218
AUDI,9350,2009,Dizel ,Limuzina ,218000,1996,A6,136
AUDI,17500,2012,Dizel ,Limuzina ,136283,1968,A6,177
AUDI,22900,2015,Dizel ,Limuzina ,147745,1968,A6,150
AUDI,29500,2017,Dizel ,Karavan ,79000,2967,A6,272
AUDI,5299,2005,Dizel ,Limuzina ,195000,1998,A6,140
AUDI,13500,2011,Dizel ,Limuzina ,259000,2000,A6,177
AUDI,20800,2016,Dizel ,Limuzina ,190000,2000,A6,190
AUDI,5750,2005,Dizel ,Limuzina ,211000,1968,A6,140
AUDI,6499,2007,Dizel ,Limuzina ,174000,1968,A6,140
AUDI,22990,2017,Dizel ,Karavan ,176532,2967,A6,272
AUDI,13900,2013,Dizel ,Limuzina ,189061,1968,A6,143
AUDI,13390,2012,Dizel ,Limuzina ,226000,1986,A6,170
AUDI,7250,2007,Dizel ,Karavan ,202860,1986,A6,140
AUDI,18500,2011,Dizel ,Limuzina ,168000,2967,A6,245
AUDI,13950,2013,Benzin ,Limuzina ,183950,1984,A6,179
AUDI,19500,2015,Dizel ,Karavan ,185150,1968,A6,150
AUDI,15500,2012,Dizel ,Limuzina ,185000,1991,A6,177
AUDI,9500,2010,Dizel ,Karavan ,226400,1998,A6,170
AUDI,6750,2007,Dizel ,Karavan ,210350,1968,A6,140
AUDI,15995,2014,Dizel ,Karavan ,204000,1989,A6,177
AUDI,2990,2002,Dizel ,Limuzina ,215000,1896,A6,131
AUDI,24000,2015,Dizel ,Karavan ,120580,2000,A6,190
AUDI,23950,2016,Dizel ,Limuzina ,155000,1968,A6,190
AUDI,13850,2012,Dizel ,Limuzina ,196840,1968,A6,163
AUDI,14700,2011,Dizel ,Limuzina ,244500,1986,A6,177
AUDI,16850,2014,Dizel ,Limuzina ,175712,1997,A6,190
AUDI,5250,2006,Dizel ,Karavan ,210000,2000,A6,140
AUDI,19500,2015,Dizel ,Limuzina ,180000,1968,A6,190
AUDI,8500,2005,Dizel ,Limuzina ,91327,2967,A6,224
AUDI,9700,2010,Dizel ,Limuzina ,207000,1998,A6,170
AUDI,3500,2004,Dizel ,Limuzina ,280000,2976,A6,224
AUDI,5450,2004,Dizel ,Limuzina ,181000,1997,A6,140
AUDI,5799,2006,Dizel ,Limuzina ,189000,1968,A6,140
AUDI,6999,2008,Dizel ,Limuzina ,189000,1968,A6,140
AUDI,22999,2015,Dizel ,Limuzina ,198000,1968,A6,150
AUDI,2999,2004,Dizel ,Limuzina ,233300,2489,A6,179
AUDI,9800,2009,Dizel ,Limuzina ,255000,1986,A6,136
AUDI,10500,2010,Dizel ,Limuzina ,179000,1986,A6,170
AUDI,18500,2012,Dizel ,Karavan ,202000,2987,A6,245
AUDI,16200,2013,Dizel ,Limuzina ,190000,1968,A6,177
AUDI,13990,2011,Dizel ,Limuzina ,180000,1996,A6,177
AUDI,19800,2015,Dizel ,Limuzina ,105507,1968,A6,136
AUDI,6499,2006,Dizel ,Limuzina ,196000,1998,A6,136
AUDI,22900,2015,Dizel ,Limuzina ,185000,1896,A6,190
AUDI,6200,2007,Dizel ,Limuzina ,235500,1980,A6,140
AUDI,16500,2015,Dizel ,Limuzina ,173000,1988,A6,190
AUDI,18550,2016,Dizel ,Limuzina ,163442,1997,A6,136
AUDI,14200,2014,Dizel ,Karavan ,181221,1197,A6,136
AUDI,14200,2015,Dizel ,Karavan ,199999,1997,A6,150
AUDI,19900,2015,Dizel ,Limuzina ,166323,1997,A6,150
AUDI,18900,2015,Dizel ,Limuzina ,161440,1997,A6,150
AUDI,34500,2016,Dizel ,Limuzina ,120000,3000,A6,272
AUDI,14999,2012,Dizel ,Limuzina ,210500,2967,A6,204
AUDI,6620,2008,Dizel ,Limuzina ,179000,1990,A6,140
AUDI,14300,2011,Dizel ,Limuzina ,246000,1998,A6,177
AUDI,17499,2011,Dizel ,Limuzina ,193000,2995,A6,245
AUDI,4899,2006,Dizel ,Karavan ,215000,1986,A6,136
AUDI,7900,2008,Dizel ,Limuzina ,237250,1968,A6,136
AUDI,10950,2008,Dizel ,Limuzina ,244228,2967,A6,227
AUDI,9990,2010,Dizel ,Karavan ,234200,1968,A6,170
AUDI,6300,2006,Dizel ,Limuzina ,305000,1991,A6,140
AUDI,5500,2006,Dizel ,Limuzina ,293319,2967,A6,165
AUDI,5950,2005,Dizel ,Limuzina ,185221,1968,A6,140
AUDI,19500,2016,Dizel ,Karavan ,128000,1996,A6,190
AUDI,18799,2011,Dizel ,Karavan ,248000,3000,A6,245
AUDI,5550,2005,Dizel ,Limuzina ,238650,2000,A6,140
AUDI,9400,2009,Dizel ,Limuzina ,186000,1996,A6,136
AUDI,14300,2011,Dizel ,Limuzina ,209656,1985,A6,177
AUDI,9200,2011,Dizel ,Limuzina ,223000,1998,A6,136
AUDI,5900,2007,Dizel ,Karavan ,193000,1968,A6,140
AUDI,8400,2008,Dizel ,Karavan ,176100,1995,A6,140
AUDI,8400,2009,Dizel ,Karavan ,179100,1995,A6,140
AUDI,5950,2005,Dizel ,Limuzina ,290000,2700,A6,179
AUDI,13499,2012,Dizel ,Limuzina ,225225,1968,A6,177
AUDI,10950,2011,Dizel ,Limuzina ,188304,1968,A6,170
AUDI,24200,2018,Dizel ,Limuzina ,171207,1968,A6,150
AUDI,19250,2016,Dizel ,Limuzina ,209016,1968,A6,150
AUDI,19599,2015,Dizel ,Limuzina ,165000,1968,A6,190
AUDI,4500,2007,Benzin ,Limuzina ,210000,2400,A6,177
AUDI,18600,2016,Dizel ,Karavan ,224000,1987,A6,190
AUDI,12900,2012,Dizel ,Karavan ,369900,2967,A6,204
AUDI,13999,2012,Dizel ,Limuzina ,127000,1968,A6,177
AUDI,10500,2011,Dizel ,Limuzina ,217000,1968,A6,177
AUDI,22900,2016,Dizel ,Limuzina ,187000,1991,A6,190
AUDI,10990,2012,Dizel ,Karavan ,190264,1968,A6,177
AUDI,7800,2008,Dizel ,Limuzina ,330000,2000,A6,140
AUDI,14250,2011,Dizel ,Limuzina ,165000,1968,A6,177
AUDI,6250,2005,Dizel ,Limuzina ,211000,1990,A6,140
AUDI,13490,2011,Dizel ,Karavan ,193500,1968,A6,177
AUDI,9550,2009,Dizel ,Limuzina ,280000,1980,A6,136
AUDI,8290,2011,Dizel ,Karavan ,224000,1998,A6,170
AUDI,18999,2014,Dizel ,Limuzina ,119574,1968,A6,190
AUDI,19950,2016,Dizel ,Karavan ,122040,1968,A6,190
AUDI,27500,2017,Dizel ,Limuzina ,48000,1968,A6,190
AUDI,9300,2009,Dizel ,Limuzina ,166500,1995,A6,170
AUDI,1999,1999,Dizel ,Karavan ,270000,1900,A6,110
AUDI,5950,2006,Dizel ,Limuzina ,224340,1968,A6,140
AUDI,15450,2014,Dizel ,Limuzina ,190000,1968,A6,150
AUDI,20500,2015,Dizel ,Limuzina ,205000,2000,A6,151
AUDI,6300,2006,Dizel ,Limuzina ,199600,1998,A6,140
AUDI,14200,2012,Dizel ,Karavan ,218000,2000,A6,177
AUDI,11290,2012,Dizel ,Karavan ,207000,1980,A6,177
AUDI,24550,2016,Dizel ,Limuzina ,68899,1896,A6,136
AUDI,20490,2016,Dizel ,Limuzina ,191000,1996,A6,150
AUDI,29990,2018,Dizel ,Limuzina ,26900,2000,A6,140
AUDI,18390,2015,Dizel ,Limuzina ,208000,1997,A6,151
AUDI,17150,2014,Dizel ,Limuzina ,151000,1968,A6,177
AUDI,15700,2014,Dizel ,Limuzina ,168000,1998,A6,189
AUDI,6650,2005,Dizel ,Limuzina ,273537,1968,A6,140
AUDI,3650,2002,Dizel ,Limuzina ,189663,1896,A6,131
AUDI,20999,2015,Dizel ,Limuzina ,170108,1968,A6,190
AUDI,8800,2010,Dizel ,Karavan ,300000,2000,A6,170
AUDI,12500,2011,Dizel ,Limuzina ,218000,1968,A6,170
AUDI,15500,2013,Dizel ,Limuzina ,208385,2000,A6,177
AUDI,29700,2015,Dizel ,Limuzina ,190000,2000,A6,150
AUDI,5200,2006,Dizel ,Karavan ,202000,1998,A6,140
AUDI,9450,2010,Dizel ,Limuzina ,237000,1986,A6,140
AUDI,21999,2015,Dizel ,Limuzina ,193500,1968,A6,190
AUDI,22900,2016,Dizel ,Limuzina ,149000,1968,A6,190
AUDI,21500,2015,Dizel ,Limuzina ,174000,1986,A6,150
AUDI,24500,2015,Dizel ,Limuzina ,172000,1968,A6,190
AUDI,18500,2014,Dizel ,Limuzina ,212850,1998,A6,177
AUDI,3500,2000,Dizel ,Limuzina ,123000,2461,A6,150
AUDI,1850,2002,Dizel ,Limuzina ,354000,2500,A6,163
AUDI,6700,2006,Dizel ,Limuzina ,216300,1968,A6,140
AUDI,9500,2009,Dizel ,Limuzina ,298000,1968,A6,136
AUDI,9990,2009,Dizel ,Limuzina ,264077,1998,A6,136
AUDI,19000,2013,Dizel ,Limuzina ,170000,2000,A6,177
AUDI,6800,2008,Dizel ,Limuzina ,245200,3000,A6,232
AUDI,9700,2008,Dizel ,Limuzina ,188000,2000,A6,139
AUDI,7900,2007,Dizel ,Limuzina ,190000,1986,A6,139
AUDI,13600,2012,Dizel ,Limuzina ,149700,1968,A6,177
AUDI,21499,2016,Dizel ,Limuzina ,135592,1968,A6,190
AUDI,10500,2010,Dizel ,Karavan ,250000,2967,A6,239
AUDI,11500,2009,Dizel ,Limuzina ,246000,3000,A6,239
AUDI,5299,2006,Dizel ,Karavan ,198000,2998,A6,224
AUDI,6800,2007,Dizel ,Limuzina ,330000,1968,A6,136
AUDI,5800,2006,Dizel ,Karavan ,229941,1968,A6,140
AUDI,18885,2015,Dizel ,Limuzina ,190000,1998,A6,136
AUDI,2999,2004,Dizel ,Limuzina ,251340,3000,A6,218
AUDI,30500,2016,Dizel ,Limuzina ,98500,2000,A6,189
AUDI,7000,2007,Dizel ,Limuzina ,302100,3000,A6,204
AUDI,6500,2006,Dizel ,Limuzina ,147000,2000,A6,140
AUDI,25999,2013,Dizel ,Limuzina ,132852,2000,A6,177
AUDI,5300,2006,Dizel ,Limuzina ,420000,2700,A6,238
AUDI,2999,2004,Dizel ,Karavan ,306000,2498,A6,179
AUDI,5299,2006,Dizel ,Limuzina ,233525,2997,A6,232
AUDI,28500,2017,Dizel ,Limuzina ,95500,2000,A6,190
AUDI,15500,2012,Dizel ,Limuzina ,182000,1998,A6,177
AUDI,5700,2005,Dizel ,Limuzina ,306852,3000,A6,224
AUDI,6800,2006,Dizel ,Limuzina ,247497,1968,A6,140
AUDI,4999,2006,Dizel ,Limuzina ,260000,2000,A6,139
AUDI,5690,2005,Dizel ,Limuzina ,288000,2000,A6,139
AUDI,6500,2005,Dizel ,Limuzina ,201500,1995,A6,140
AUDI,1830,2002,Dizel ,Karavan ,270000,2496,A6,155
AUDI,6250,2005,Dizel ,Limuzina ,220870,2000,A6,140
AUDI,18500,2016,Dizel ,Limuzina ,197225,1968,A6,190
AUDI,31000,2015,Dizel ,Limuzina ,81235,3000,A6,272
AUDI,11000,2010,Dizel ,Limuzina ,195000,1998,A6,170
AUDI,5790,2007,Dizel ,Karavan ,157000,1998,A6,140
AUDI,5500,2005,Dizel ,Limuzina ,200000,1986,A6,140
AUDI,4100,2003,Benzin + Gas (TNG) ,Limuzina ,290000,1789,A6,150
AUDI,7499,2008,Dizel ,Limuzina ,240000,1995,A6,140
AUDI,3550,2004,Dizel ,Limuzina ,238775,2498,A6,163
AUDI,1800,2001,Dizel ,Karavan ,250000,2500,A6,178
AUDI,2600,1999,Dizel ,Limuzina ,250000,1900,A6,120
AUDI,1100,2000,Dizel ,Karavan ,319000,2500,A6,150
AUDI,4700,2007,Dizel ,Karavan ,245730,3000,A6,234
AUDI,5000,2005,Dizel ,Limuzina ,290000,2000,A6,139
AUDI,2550,1999,Dizel ,Limuzina ,270000,2496,A6,150
AUDI,2400,1999,Dizel ,Limuzina ,430300,1896,A6,110
AUDI,6650,2006,Benzin ,Limuzina ,234000,1984,A6,170
AUDI,6300,2006,Dizel ,Limuzina ,230000,1968,A6,140
AUDI,6300,2006,Dizel ,Limuzina ,318000,2698,A6,179
AUDI,5499,2005,Dizel ,Limuzina ,321421,1981,A6,140
AUDI,22300,2012,Dizel ,Limuzina ,212000,2998,A6,265
AUDI,4750,2007,Dizel ,Karavan ,240000,2000,A6,143
AUDI,5550,2005,Dizel ,Limuzina ,243000,2000,A6,140
AUDI,9200,2010,Dizel ,Karavan ,174211,1968,A6,140
AUDI,5000,2004,Dizel ,Limuzina ,245000,2989,A6,242
AUDI,6650,2007,Dizel ,Limuzina ,213566,1986,A6,140
AUDI,24500,2017,Dizel ,Limuzina ,190000,1998,A6,150
AUDI,9980,2008,Dizel ,Limuzina ,197000,2998,A6,240
AUDI,1900,1998,Benzin ,Limuzina ,267500,2392,A6,165
AUDI,22000,2015,Dizel ,Karavan ,180900,1998,A6,190
AUDI,5900,2006,Dizel ,Limuzina ,200000,1998,A6,139
AUDI,21500,2015,Dizel ,Limuzina ,144256,1968,A6,190
AUDI,6399,2005,Dizel ,Limuzina ,210547,1998,A6,140
AUDI,15000,2012,Dizel ,Karavan ,249000,1968,A6,177
AUDI,5500,2005,Benzin + Gas (TNG) ,Limuzina ,305000,2390,A6,177
AUDI,2599,2001,Dizel ,Limuzina ,357000,2500,A6,155
AUDI,5100,2005,Dizel ,Limuzina ,216000,2000,A6,140
AUDI,2999,2005,Dizel ,Limuzina ,250000,2997,A6,177
AUDI,6300,2007,Dizel ,Limuzina ,250000,2998,A6,231
AUDI,4500,2001,Dizel ,Limuzina ,300000,1896,A6,116
AUDI,13900,2015,Dizel ,Karavan ,139251,1968,A6,150
AUDI,4999,2006,Dizel ,Karavan ,191000,1996,A6,140
AUDI,6900,2008,Dizel ,Karavan ,264000,2698,A6,179
AUDI,10500,2010,Dizel ,Limuzina ,251000,1989,A6,170
AUDI,6299,2008,Dizel ,Karavan ,145000,1968,A6,140
AUDI,11990,2012,Dizel ,Limuzina ,185000,1968,A6,177
AUDI,6950,2008,Dizel ,Limuzina ,176000,1968,A6,140
AUDI,11999,2013,Dizel ,Karavan ,176000,1968,A6,177
AUDI,5600,2005,Dizel ,Limuzina ,267000,2000,A6,140
AUDI,1599,2003,Dizel ,Karavan ,323121,2498,A6,179
AUDI,3000,1999,Dizel ,Limuzina ,300000,1900,A6,90
AUDI,18900,2013,Dizel ,Limuzina ,231000,1968,A6,136
AUDI,22500,2015,Dizel ,Limuzina ,125000,2000,A6,150
AUDI,5300,2006,Dizel ,Karavan ,250000,2000,A6,139
AUDI,8000,2008,Dizel ,Karavan ,180000,1998,A6,179
AUDI,22000,2015,Dizel ,Limuzina ,115000,1968,A6,190
AUDI,5600,2005,Dizel ,Limuzina ,215000,1998,A6,139
AUDI,13499,2011,Dizel ,Limuzina ,207500,2967,A6,245
AUDI,2999,2001,Dizel ,Karavan ,208000,1896,A6,116
AUDI,18950,2016,Dizel ,Karavan ,181125,1968,A6,190
AUDI,6300,2005,Dizel ,Limuzina ,222000,1998,A6,140
AUDI,8200,2008,Dizel ,Limuzina ,190652,1968,A6,141
AUDI,8200,2009,Dizel ,Karavan ,270000,1968,A6,170
AUDI,18300,2015,Dizel ,Limuzina ,130995,1968,A6,190
AUDI,950,1993,Benzin + Gas (TNG) ,Limuzina ,260000,2309,A6,133
AUDI,6500,2005,Dizel ,Limuzina ,300000,2998,A6,224
AUDI,2500,1999,Benzin + Gas (TNG) ,Karavan ,263000,2393,A6,165
AUDI,3500,2003,Dizel ,Karavan ,210000,1896,A6,131
AUDI,17500,2012,Dizel ,Limuzina ,285000,1968,A6,177
AUDI,16000,2012,Dizel ,Limuzina ,212000,3000,A6,249
AUDI,13650,2012,Dizel ,Limuzina ,189000,1968,A6,136
AUDI,6499,2005,Dizel ,Limuzina ,259000,1998,A6,140
AUDI,9950,2009,Dizel ,Limuzina ,226000,2967,A6,239
AUDI,5500,2005,Dizel ,Limuzina ,190000,3000,A6,230
AUDI,9550,2010,Dizel ,Limuzina ,220000,1998,A6,140
AUDI,26400,2016,Dizel ,Limuzina ,21000,1968,A6,190
AUDI,5300,2006,Dizel ,Karavan ,226500,2000,A6,140
AUDI,5999,2007,Dizel ,Limuzina ,238800,2967,A6,232
AUDI,23800,2016,Dizel ,Limuzina ,152000,1968,A6,190
AUDI,2350,2000,Dizel ,Karavan ,297000,2496,A6,179
AUDI,2100,1999,Benzin + Gas (TNG) ,Limuzina ,273000,2398,A6,169
AUDI,5700,2005,Dizel ,Limuzina ,288000,1958,A6,140
AUDI,2200,2001,Dizel ,Karavan ,347000,2498,A6,155
AUDI,5900,2005,Dizel ,Karavan ,195000,2000,A6,140
AUDI,2400,2002,Dizel ,Karavan ,320000,2445,A6,179
AUDI,3000,2001,Benzin + Gas (TNG) ,Limuzina ,230000,2400,A6,179
AUDI,1599,1999,Dizel ,Limuzina ,111111,2496,A6,150
AUDI,5199,2004,Dizel ,Limuzina ,304000,1998,A6,140
AUDI,6000,2005,Benzin + Gas (TNG) ,Limuzina ,283000,2394,A6,177
AUDI,8700,2010,Dizel ,Karavan ,263000,1968,A6,170
AUDI,3900,2005,Dizel ,Limuzina ,350000,2988,A6,223
AUDI,6450,2006,Dizel ,Karavan ,303000,3000,A6,224
AUDI,6600,2007,Dizel ,Limuzina ,179000,1998,A6,140
AUDI,1300,1998,Dizel ,Limuzina ,350000,1896,A6,110
AUDI,5800,2007,Dizel ,Karavan ,270000,1968,A6,140
AUDI,3999,2005,Dizel ,Limuzina ,318000,2999,A6,239
AUDI,14300,2011,Dizel ,Limuzina ,229820,1968,A6,177
AUDI,5800,2005,Dizel ,Limuzina ,218000,1968,A6,140
AUDI,6899,2007,Dizel ,Limuzina ,260543,2000,A6,140
AUDI,5800,2006,Dizel ,Karavan ,250000,1998,A6,139
AUDI,18000,2014,Dizel ,Limuzina ,223170,1996,A6,143
AUDI,6000,2005,Dizel ,Limuzina ,223000,1986,A6,140
AUDI,1900,2001,Dizel ,Limuzina ,430000,1900,A6,109
AUDI,6000,2007,Dizel ,Limuzina ,240000,1998,A6,141
AUDI,5600,2005,Dizel ,Limuzina ,11111,3000,A6,219
AUDI,2999,1998,Dizel ,Limuzina ,259500,1898,A6,110
AUDI,6400,2005,Benzin + Gas (TNG) ,Limuzina ,248535,2389,A6,177
AUDI,14990,2012,Dizel ,Karavan ,235000,1998,A6,177
AUDI,9700,2008,Dizel ,Limuzina ,223000,1968,A6,140
AUDI,4499,2003,Dizel ,Limuzina ,235046,1896,A6,131
AUDI,7400,2008,Dizel ,Karavan ,197000,2000,A6,139
AUDI,8990,2009,Dizel ,Limuzina ,198000,1968,A6,136
AUDI,4999,2006,Dizel ,Limuzina ,1995,1995,A6,140
AUDI,7999,2007,Dizel ,Limuzina ,241500,1986,A6,140
AUDI,8299,2008,Dizel ,Limuzina ,208000,1986,A6,140
AUDI,3000,2005,Dizel ,Karavan ,129000,2496,A6,179
AUDI,22990,2016,Dizel ,Karavan ,184649,1968,A6,190
AUDI,18999,2016,Dizel ,Limuzina ,125000,1980,A6,136
AUDI,2900,2001,Dizel ,Karavan ,311000,2500,A6,150
AUDI,8350,2008,Dizel ,Limuzina ,207000,1987,A6,140
AUDI,15499,2011,Dizel ,Limuzina ,235000,1998,A6,177
AUDI,5850,2004,Dizel ,Limuzina ,232558,2000,A6,140
AUDI,3500,2001,Dizel ,Karavan ,360000,1896,A6,116
AUDI,1199,2000,Dizel ,Karavan ,250000,2496,A6,150
AUDI,7000,2008,Dizel ,Karavan ,256000,2000,A6,140
AUDI,17500,2012,Dizel ,Limuzina ,160000,2000,A6,163
AUDI,2900,2001,Dizel ,Limuzina ,231000,2500,A6,231
AUDI,22500,2016,Dizel ,Karavan ,262000,3000,A6,272
AUDI,6100,2006,Dizel ,Limuzina ,290000,2000,A6,136
AUDI,16500,2011,Dizel ,Limuzina ,204000,2996,A6,204
AUDI,3900,2006,Dizel ,Karavan ,355000,2698,A6,179
AUDI,3199,2002,Dizel ,Limuzina ,258000,2498,A6,179
AUDI,23900,2015,Dizel ,Limuzina ,152424,1998,A6,190
AUDI,14750,2013,Dizel ,Limuzina ,231000,1968,A6,136
AUDI,5500,2006,Dizel ,Limuzina ,230000,1968,A6,140
AUDI,6800,2006,Benzin ,Karavan ,220000,1998,A6,170
AUDI,1700,1997,Benzin ,Limuzina ,260000,2400,A6,165
AUDI,18750,2014,Dizel ,Limuzina ,245000,2000,A6,190
AUDI,2750,2004,Dizel ,Karavan ,289236,2486,A6,163
AUDI,2100,1999,Dizel ,Limuzina ,300000,2500,A6,150
AUDI,5000,2005,Dizel ,Karavan ,267512,2967,A6,224
AUDI,2900,2003,Dizel ,Karavan ,193000,1900,A6,131
AUDI,7800,2009,Benzin ,Limuzina ,215000,1996,A6,170
AUDI,5300,2005,Dizel ,Limuzina ,330000,3000,A6,224
AUDI,8300,2009,Dizel ,Karavan ,204200,1968,A6,136
AUDI,5490,2005,Dizel ,Karavan ,238000,1968,A6,140
AUDI,21700,2015,Dizel ,Limuzina ,128000,1998,A6,190
AUDI,1950,1999,Dizel ,Karavan ,124000,2500,A6,150
AUDI,12700,2013,Dizel ,Karavan ,273000,1986,A6,136
AUDI,12800,2013,Dizel ,Karavan ,263000,1995,A6,177
AUDI,7999,2008,Dizel ,Limuzina ,239000,1968,A6,140
AUDI,6000,2006,Dizel ,Limuzina ,400000,3000,A6,224
AUDI,10800,2010,Dizel ,Limuzina ,240490,2000,A6,139
AUDI,6800,2006,Dizel ,Limuzina ,250000,2699,A6,179
AUDI,18000,2014,Dizel ,Limuzina ,193000,1968,A6,136
AUDI,15000,2011,Dizel ,Limuzina ,123350,1968,A6,170
AUDI,6450,2009,Benzin ,Karavan ,257566,1984,A6,170
AUDI,20900,2016,Dizel ,Limuzina ,232000,1968,A6,190
AUDI,6800,2008,Dizel ,Karavan ,247000,2000,A6,139
AUDI,2500,2003,Dizel ,Limuzina ,220050,2496,A6,178
AUDI,7000,2007,Dizel ,Limuzina ,230765,2998,A6,239
AUDI,1850,2000,Dizel ,Karavan ,233000,2500,A6,150
AUDI,17990,2015,Dizel ,Karavan ,190000,1998,A6,189
AUDI,5950,2007,Dizel ,Karavan ,193054,2700,A6,179
AUDI,17700,2012,Dizel ,Limuzina ,190000,2997,A6,204
AUDI,7200,2008,Dizel ,Limuzina ,226930,1968,A6,140
AUDI,9999,2009,Dizel ,Limuzina ,212000,1995,A6,170
AUDI,4750,1997,Dizel ,Karavan ,278905,2500,A6,140
AUDI,6999,2007,Dizel ,Limuzina ,283000,2000,A6,140
AUDI,5999,2006,Dizel ,Limuzina ,197000,2997,A6,224
AUDI,6150,2006,Dizel ,Limuzina ,213000,1996,A6,140
AUDI,17900,2011,Dizel ,Limuzina ,235000,2967,A6,245
AUDI,5999,2005,Dizel ,Limuzina ,228000,1980,A6,140
AUDI,4750,2008,Dizel ,Karavan ,306000,1988,A6,140
AUDI,13999,2012,Benzin + Gas (TNG) ,Limuzina ,195000,1984,A6,179
AUDI,2900,2004,Dizel ,Karavan ,216588,2496,A6,179
AUDI,6499,2008,Dizel ,Karavan ,290123,2000,A6,139
AUDI,6399,2006,Dizel ,Karavan ,275000,1999,A6,140
AUDI,2550,2004,Dizel ,Limuzina ,198650,2500,A6,179
AUDI,1500,2002,Dizel ,Karavan ,447000,2496,A6,155
AUDI,13990,2014,Dizel ,Karavan ,177700,1986,A6,177
AUDI,12000,2011,Dizel ,Limuzina ,217000,2000,A6,177
AUDI,15999,2012,Dizel ,Limuzina ,219000,1998,A6,177
