Brend,Cena,Godiste,Gorivo,Karoserija,Kilometraza,Kubikaza,Model,Snaga
SUZUKI,5700,2003,Dizel ,Dzip/SUV ,152000,1995,WAGON R+,109
SUZUKI,3400,2006,Benzin ,Hecbek ,130000,1300,WAGON R+,92
SUZUKI,699,1997,Benzin ,Limuzina ,215300,1600,WAGON R+,101
SUZUKI,1800,1988,Benzin + Gas (TNG) ,Dzip/SUV ,500000,980,WAGON R+,65
SUZUKI,2000,1996,Benzin ,Dzip/SUV ,220000,1589,WAGON R+,71
SUZUKI,1150,2004,Benzin ,Hecbek ,250000,986,WAGON R+,63
SUZUKI,1800,2002,Benzin ,Hecbek ,165000,1600,WAGON R+,103
SUZUKI,1300,2001,Dizel ,Karavan ,260000,1896,WAGON R+,75
SUZUKI,999,2003,Benzin ,Monovolumen (MiniVan) ,200000,1300,WAGON R+,68
SUZUKI,3890,2008,Dizel ,Hecbek ,189000,1600,WAGON R+,90
TOYOTA,3250,2004,Dizel ,Limuzina ,220480,1995,AVENSIS,116
TOYOTA,2500,2004,Dizel ,Limuzina ,220000,1998,AVENSIS,117
TOYOTA,3490,2003,Dizel ,Limuzina ,260000,1995,AVENSIS,116
TOYOTA,7399,2012,Dizel ,Karavan ,154380,1998,AVENSIS,126
TOYOTA,15500,2016,Dizel ,Limuzina ,80000,1998,AVENSIS,143
TOYOTA,7800,2012,Dizel ,Karavan ,192590,1998,AVENSIS,124
TOYOTA,15490,2017,Dizel ,Limuzina ,105000,1998,AVENSIS,143
TOYOTA,8699,2013,Dizel ,Karavan ,208448,1998,AVENSIS,124
TOYOTA,6800,2010,Dizel ,Karavan ,179500,1998,AVENSIS,126
TOYOTA,2700,2005,Dizel ,Karavan ,215000,1995,AVENSIS,116
TOYOTA,3800,2006,Dizel ,Limuzina ,187000,2200,AVENSIS,150
TOYOTA,1390,1999,Dizel ,Limuzina ,300000,1995,AVENSIS,101
TOYOTA,1400,2002,Dizel ,Karavan ,220000,2000,AVENSIS,116
TOYOTA,3199,2004,Benzin + Gas (TNG) ,Limuzina ,268000,1794,AVENSIS,129
TOYOTA,9000,2012,Dizel ,Limuzina ,219000,1998,AVENSIS,126
TOYOTA,6200,2009,Dizel ,Karavan ,204000,1998,AVENSIS,126
TOYOTA,5900,2010,Dizel ,Limuzina ,273350,1998,AVENSIS,126
TOYOTA,3900,2005,Dizel ,Karavan ,239000,1997,AVENSIS,116
TOYOTA,1999,2002,Dizel ,Limuzina ,225000,1995,AVENSIS,110
TOYOTA,1990,2005,Dizel ,Karavan ,247000,2200,AVENSIS,150
TOYOTA,2100,2002,Dizel ,Limuzina ,218000,1995,AVENSIS,110
TOYOTA,2900,2005,Dizel ,Limuzina ,320000,2000,AVENSIS,114
TOYOTA,3390,2006,Dizel ,Karavan ,197000,1998,AVENSIS,126
TOYOTA,1950,2002,Dizel ,Limuzina ,273000,1998,AVENSIS,110
TOYOTA,850,2001,Dizel ,Karavan ,220000,1995,AVENSIS,110
TOYOTA,2150,2002,Dizel ,Karavan ,273000,1995,AVENSIS,110
TOYOTA,2999,2006,Dizel ,Karavan ,184950,1995,AVENSIS,116
TOYOTA,3700,2005,Dizel ,Limuzina ,221000,1995,AVENSIS,116
TOYOTA,7450,2013,Dizel ,Karavan ,142000,1998,AVENSIS,124
TOYOTA,3990,2006,Dizel ,Limuzina ,200000,1998,AVENSIS,126
TOYOTA,2950,2003,Dizel ,Karavan ,234000,1998,AVENSIS,117
TOYOTA,3100,2004,Dizel ,Limuzina ,199999,1995,AVENSIS,116
TOYOTA,4000,2004,Benzin + Gas (TNG) ,Limuzina ,175500,1794,AVENSIS,129
TOYOTA,1450,2002,Benzin ,Limuzina ,250400,1800,AVENSIS,129
TOYOTA,8499,2010,Benzin ,Limuzina ,58234,1598,AVENSIS,132
TOYOTA,900,2001,Dizel ,Karavan ,290000,2000,AVENSIS,109
TOYOTA,13990,2017,Dizel ,Limuzina ,142000,1995,AVENSIS,143
TOYOTA,3250,2004,Dizel ,Limuzina ,221000,1995,AVENSIS,116
TOYOTA,3999,2004,Dizel ,Limuzina ,219000,1995,AVENSIS,116
TOYOTA,10000,2013,Dizel ,Limuzina ,80000,2231,AVENSIS,150
TOYOTA,3000,2001,Benzin ,Limuzina ,162400,1600,AVENSIS,110
TOYOTA,3150,2004,Benzin ,Limuzina ,190000,1596,AVENSIS,110
TOYOTA,1700,2002,Dizel ,Limuzina ,176267,1998,AVENSIS,110
TOYOTA,7499,2010,Dizel ,Karavan ,154000,2194,AVENSIS,150
TOYOTA,2590,2004,Dizel ,Limuzina ,228643,1995,AVENSIS,116
TOYOTA,3250,2008,Dizel ,Limuzina ,259355,2331,AVENSIS,150
TOYOTA,12300,2015,Dizel ,Limuzina ,103721,1995,AVENSIS,143
TOYOTA,1699,2000,Dizel ,Karavan ,260524,1995,AVENSIS,110
TOYOTA,1850,2004,Dizel ,Karavan ,300000,1998,AVENSIS,116
TOYOTA,7200,2011,Dizel ,Limuzina ,151000,1998,AVENSIS,126
TOYOTA,9850,2013,Dizel ,Limuzina ,180000,1998,AVENSIS,125
TOYOTA,3050,2005,Dizel ,Karavan ,230000,2000,AVENSIS,116
TOYOTA,2200,2001,Benzin ,Hecbek ,205000,1598,AVENSIS,109
TOYOTA,3150,2004,Dizel ,Limuzina ,278000,2000,AVENSIS,116
TOYOTA,3500,2005,Dizel ,Limuzina ,280000,2000,AVENSIS,116
TOYOTA,1300,2001,Dizel ,Karavan ,28003,2000,AVENSIS,110
TOYOTA,3499,2005,Dizel ,Limuzina ,290000,2200,AVENSIS,150
TOYOTA,5000,2009,Dizel ,Karavan ,226570,2231,AVENSIS,150
TOYOTA,4400,2007,Benzin ,Limuzina ,242000,1998,AVENSIS,147
TOYOTA,2990,2004,Dizel ,Karavan ,191305,1995,AVENSIS,116
TOYOTA,2600,2004,Dizel ,Karavan ,234000,1995,AVENSIS,116
TOYOTA,2000,2004,Benzin + Gas (TNG) ,Limuzina ,227000,1794,AVENSIS,129
TOYOTA,3800,2008,Dizel ,Limuzina ,303000,2148,AVENSIS,150
TOYOTA,1600,2002,Dizel ,Limuzina ,200000,2000,AVENSIS,109
TOYOTA,1600,2001,Benzin ,Karavan ,244999,1800,AVENSIS,116
TOYOTA,4225,2007,Dizel ,Limuzina ,450000,2231,AVENSIS,150
TOYOTA,1950,2006,Dizel ,Limuzina ,333922,2231,AVENSIS,150
TOYOTA,2950,2003,Dizel ,Karavan ,214000,1995,AVENSIS,116
TOYOTA,3450,2007,Dizel ,Karavan ,211000,1998,AVENSIS,126
TOYOTA,3000,2004,Dizel ,Limuzina ,214614,1995,AVENSIS,116
TOYOTA,1150,2000,Benzin ,Limuzina ,296580,1600,AVENSIS,110
TOYOTA,3999,2007,Dizel ,Limuzina ,173000,2200,AVENSIS,150
TOYOTA,9999,2010,Benzin ,Limuzina ,141000,2000,AVENSIS,152
TOYOTA,8500,2008,Benzin ,Limuzina ,86092,1598,AVENSIS,110
TOYOTA,2499,2003,Dizel ,Limuzina ,249000,1998,AVENSIS,116
TOYOTA,4500,2008,Dizel ,Hecbek ,183227,1998,AVENSIS,126
TOYOTA,650,2001,Dizel ,Karavan ,250000,2000,AVENSIS,110
TOYOTA,2900,2004,Dizel ,Karavan ,232000,2000,AVENSIS,116
TOYOTA,7990,2011,Dizel ,Limuzina ,119550,1998,AVENSIS,126
TOYOTA,8450,2011,Benzin ,Limuzina ,158700,1600,AVENSIS,126
TOYOTA,1650,2001,Dizel ,Karavan ,280000,1950,AVENSIS,110
TOYOTA,3000,2004,Dizel ,Limuzina ,305000,1995,AVENSIS,116
TOYOTA,3550,2005,Dizel ,Karavan ,226000,1996,AVENSIS,116
TOYOTA,1200,2001,Dizel ,Limuzina ,27898,1998,AVENSIS,110
TOYOTA,5100,2008,Dizel ,Limuzina ,215000,2200,AVENSIS,143
TOYOTA,1990,2001,Dizel ,Karavan ,169000,1995,AVENSIS,110
TOYOTA,2100,2002,Benzin ,Karavan ,120000,1598,AVENSIS,110
TOYOTA,4000,2005,Dizel ,Hecbek ,259000,1990,AVENSIS,116
TOYOTA,2990,2007,Benzin + Gas (TNG) ,Karavan ,222222,1798,AVENSIS,120
TOYOTA,6999,2010,Dizel ,Limuzina ,236000,1995,AVENSIS,126
TOYOTA,1850,2002,Dizel ,Karavan ,284000,1995,AVENSIS,110
TOYOTA,9750,2010,Benzin ,Limuzina ,130000,1798,AVENSIS,147
TOYOTA,3950,2007,Dizel ,Limuzina ,247199,2231,AVENSIS,177
TOYOTA,3200,2005,Dizel ,Karavan ,160000,1998,AVENSIS,122
TOYOTA,2100,2003,Dizel ,Limuzina ,299750,1995,AVENSIS,116
TOYOTA,2500,2003,Benzin + Gas (TNG) ,Karavan ,345000,1796,AVENSIS,136
TOYOTA,2950,2003,Benzin ,Limuzina ,205000,1800,AVENSIS,129
TOYOTA,5500,2008,Benzin + Gas (TNG) ,Limuzina ,181250,1798,AVENSIS,129
TOYOTA,5900,2010,Dizel ,Limuzina ,200000,1998,AVENSIS,126
TOYOTA,9200,2012,Benzin + Gas (TNG) ,Limuzina ,140000,1600,AVENSIS,135
TOYOTA,8000,2010,Benzin ,Limuzina ,200000,1600,AVENSIS,132
TOYOTA,3800,2005,Dizel ,Limuzina ,182250,1998,AVENSIS,114
TOYOTA,1200,2002,Benzin ,Karavan ,214616,1800,AVENSIS,129
TOYOTA,1950,2002,Dizel ,Limuzina ,189000,2000,AVENSIS,110
TOYOTA,8900,2013,Dizel ,Limuzina ,171000,1998,AVENSIS,124
TOYOTA,4300,2005,Dizel ,Limuzina ,236200,1995,AVENSIS,116
TOYOTA,8700,2013,Dizel ,Limuzina ,160000,1998,AVENSIS,124
TOYOTA,4000,2008,Benzin ,Limuzina ,300000,1798,AVENSIS,136
TOYOTA,1250,2006,Dizel ,Limuzina ,270132,2200,AVENSIS,150
TOYOTA,4500,2006,Dizel ,Limuzina ,217000,2000,AVENSIS,117
TOYOTA,3000,2005,Dizel ,Limuzina ,203500,1995,AVENSIS,116
TOYOTA,3600,2004,Dizel ,Limuzina ,370000,2000,AVENSIS,88
TOYOTA,1510,2002,Dizel ,Karavan ,299500,1995,AVENSIS,110
TOYOTA,1800,2002,Dizel ,Karavan ,200000,2000,AVENSIS,110
TOYOTA,3400,2005,Dizel ,Limuzina ,205000,2000,AVENSIS,116
TOYOTA,3400,2006,Dizel ,Limuzina ,322000,2230,AVENSIS,150
TOYOTA,8700,2013,Dizel ,Limuzina ,255000,1998,AVENSIS,124
TOYOTA,4700,2008,Dizel ,Limuzina ,255000,1998,AVENSIS,136
TOYOTA,5900,2009,Dizel ,Limuzina ,210000,2000,AVENSIS,126
TOYOTA,3100,2003,Dizel ,Karavan ,301000,1995,AVENSIS,116
TOYOTA,5550,2008,Benzin + Gas (TNG) ,Karavan ,275000,1800,AVENSIS,129
TOYOTA,888,1999,Benzin ,Limuzina ,288000,1600,AVENSIS,110
TOYOTA,3000,2003,Dizel ,Limuzina ,290000,2000,AVENSIS,116
TOYOTA,4990,2009,Dizel ,Limuzina ,245500,1998,AVENSIS,126
TOYOTA,3100,2005,Dizel ,Limuzina ,276000,1995,AVENSIS,116
TOYOTA,7000,2011,Dizel ,Karavan ,137300,1998,AVENSIS,126
TOYOTA,21790,2019,Hibridni pogon ,Limuzina ,21000,1798,COROLLA,98
TOYOTA,26950,2020,Hibridni pogon ,Karavan ,6,1798,COROLLA,122
TOYOTA,2900,2004,Dizel ,Hecbek ,186000,2000,COROLLA,116
TOYOTA,16890,2020,Benzin ,Limuzina ,0,1598,COROLLA,132
TOYOTA,2990,2005,Dizel ,Hecbek ,178000,1396,COROLLA,90
TOYOTA,23950,2019,Hibridni pogon ,Karavan ,15000,1798,COROLLA,122
TOYOTA,2700,2004,Dizel ,Hecbek ,168733,1995,COROLLA,90
TOYOTA,14300,2017,Dizel ,Limuzina ,49461,1364,COROLLA,90
TOYOTA,16900,2020,Benzin ,Limuzina ,5,1598,COROLLA,132
TOYOTA,17390,2020,Benzin ,Limuzina ,1,1598,COROLLA,132
TOYOTA,3650,2005,Dizel ,Hecbek ,143765,1364,COROLLA,90
TOYOTA,2650,2004,Benzin ,Hecbek ,312000,1600,COROLLA,110
TOYOTA,14300,2018,Benzin ,Limuzina ,29850,1598,COROLLA,132
TOYOTA,9600,2015,Benzin ,Limuzina ,112000,1600,COROLLA,97
TOYOTA,2190,2005,Dizel ,Hecbek ,181000,1995,COROLLA,116
TOYOTA,3490,2008,Dizel ,Limuzina ,172486,1364,COROLLA,90
TOYOTA,9490,2014,Benzin ,Limuzina ,126847,1600,COROLLA,132
TOYOTA,1450,1997,Benzin ,Limuzina ,280000,1332,COROLLA,75
TOYOTA,2600,2005,Dizel ,Karavan ,180000,2000,COROLLA,102
TOYOTA,16200,2019,Benzin ,Limuzina ,28461,1698,COROLLA,132
TOYOTA,16200,2019,Benzin ,Limuzina ,29855,1598,COROLLA,132
TOYOTA,11500,2015,Benzin ,Limuzina ,38466,1598,COROLLA,132
TOYOTA,700,1991,Benzin ,Hecbek ,184060,1587,COROLLA,94
TOYOTA,2450,2004,Dizel ,Karavan ,173000,1995,COROLLA,90
TOYOTA,1750,2003,Dizel ,Karavan ,191000,1995,COROLLA,90
TOYOTA,3190,2005,Dizel ,Hecbek ,176456,1995,COROLLA,116
TOYOTA,590,1989,Benzin + Gas (TNG) ,Limuzina ,400000,1300,COROLLA,75
TOYOTA,1000,1997,Benzin ,Hecbek ,200000,1330,COROLLA,86
TOYOTA,2600,2005,Dizel ,Karavan ,205000,1995,COROLLA,116
TOYOTA,17100,2019,Benzin ,Hecbek ,18700,1197,COROLLA,116
TOYOTA,850,1998,Benzin + Gas (TNG) ,Hecbek ,341000,1587,COROLLA,110
TOYOTA,14700,2018,Benzin ,Limuzina ,34000,1598,COROLLA,132
TOYOTA,900,1996,Benzin ,Limuzina ,218000,1300,COROLLA,75
TOYOTA,3590,2006,Dizel ,Hecbek ,183000,1364,COROLLA,90
TOYOTA,700,1986,Benzin ,Kupe ,130000,1300,COROLLA,75
TOYOTA,2550,2005,Dizel ,Hecbek ,237000,1998,COROLLA,116
TOYOTA,500,1990,Benzin + Gas (TNG) ,Limuzina ,253000,1295,COROLLA,75
TOYOTA,500,1987,Benzin ,Hecbek ,301200,1300,COROLLA,75
TOYOTA,1300,1996,Benzin ,Limuzina ,264581,1332,COROLLA,75
TOYOTA,2650,2004,Dizel ,Hecbek ,310000,1996,COROLLA,90
TOYOTA,2500,2003,Dizel ,Hecbek ,249000,1995,COROLLA,90
TOYOTA,1700,2003,Dizel ,Hecbek ,199000,2000,COROLLA,113
TOYOTA,3150,2006,Dizel ,Hecbek ,196804,1364,COROLLA,90
TOYOTA,1400,1990,Benzin ,Hecbek ,260000,1594,COROLLA,91
TOYOTA,1499,2002,Dizel ,Hecbek ,194500,1988,COROLLA,90
TOYOTA,3500,2006,Dizel ,Limuzina ,204000,1390,COROLLA,90
TOYOTA,1900,2003,Benzin ,Hecbek ,286000,1598,COROLLA,110
TOYOTA,2500,1990,Benzin ,Limuzina ,52000,1295,COROLLA,72
TOYOTA,1550,2006,Dizel ,Karavan ,200000,1995,COROLLA,116
TOYOTA,6000,2009,Benzin ,Limuzina ,133432,1598,COROLLA,124
TOYOTA,1100,2000,Dizel ,Karavan ,253000,1867,COROLLA,69
TOYOTA,6900,2008,Dizel ,Limuzina ,398000,1998,COROLLA,126
TOYOTA,2000,1988,Benzin ,Limuzina ,145000,1300,COROLLA,72
TOYOTA,1790,2002,Benzin ,Limuzina ,150166,1600,COROLLA,110
TOYOTA,19650,2019,Benzin ,Hecbek ,10000,1197,COROLLA,116
TOYOTA,2999,2005,Dizel ,Hecbek ,10000,1400,COROLLA,90
TOYOTA,2000,2002,Dizel ,Karavan ,156036,1900,COROLLA,90
TOYOTA,1800,2002,Benzin ,Hecbek ,262351,1600,COROLLA,110
TOYOTA,1300,1989,Benzin ,Limuzina ,190000,1298,COROLLA,75
TOYOTA,2499,2004,Dizel ,Karavan ,203697,1995,COROLLA,90
TOYOTA,2499,2002,Dizel ,Karavan ,189080,1995,COROLLA,90
TOYOTA,1650,2002,Dizel ,Hecbek ,225000,1995,COROLLA,110
TOYOTA,2750,2004,Dizel ,Hecbek ,177000,1976,COROLLA,90
TOYOTA,2200,2002,Dizel ,Limuzina ,230000,1300,COROLLA,90
TOYOTA,1100,1990,Benzin + Gas (TNG) ,Limuzina ,224000,1295,COROLLA,72
TOYOTA,1900,2003,Dizel ,Limuzina ,250000,1996,COROLLA,90
TOYOTA,2200,2002,Benzin + Gas (TNG) ,Hecbek ,264000,1600,COROLLA,109
TOYOTA,1650,2005,Dizel ,Hecbek ,230000,1995,COROLLA,116
TOYOTA,3200,2004,Dizel ,Hecbek ,211000,1998,COROLLA,116
TOYOTA,9699,2015,Benzin ,Limuzina ,96095,1329,COROLLA,99
TOYOTA,1200,2002,Dizel ,Hecbek ,234564,1900,COROLLA,102
TOYOTA,2150,2002,Dizel ,Hecbek ,233000,2000,COROLLA,90
TOYOTA,1100,2000,Dizel ,Karavan ,150000,1867,COROLLA,69
TOYOTA,800,1997,Benzin + Gas (TNG) ,Limuzina ,258849,1587,COROLLA,110
TOYOTA,4200,2008,Dizel ,Limuzina ,245000,1398,COROLLA,90
TOYOTA,1650,2002,Benzin + Gas (TNG) ,Hecbek ,199000,1598,COROLLA,110
TOYOTA,1500,2001,Dizel ,Karavan ,220000,1995,COROLLA,90
TOYOTA,3900,2003,Benzin ,Hecbek ,125000,1398,COROLLA,97
TOYOTA,2000,2002,Dizel ,Hecbek ,243818,1995,COROLLA,90
TOYOTA,14600,2018,Benzin ,Limuzina ,28800,1598,COROLLA,132
TOYOTA,2399,2004,Dizel ,Hecbek ,185000,1998,COROLLA,116
TOYOTA,1000,1990,Benzin ,Limuzina ,167516,1295,COROLLA,72
TOYOTA,950,1990,Benzin ,Limuzina ,220000,1295,COROLLA,72
TOYOTA,2600,2004,Dizel ,Hecbek ,248000,1995,COROLLA,90
TOYOTA,2400,2004,Benzin + Gas (TNG) ,Limuzina ,237411,1598,COROLLA,110
TOYOTA,2150,2001,Benzin ,Limuzina ,128820,1600,COROLLA,110
TOYOTA,2300,2002,Benzin ,Kupe ,190000,1600,COROLLA,110
TOYOTA,11800,2015,Benzin ,Limuzina ,33000,1600,COROLLA,132
TOYOTA,2200,2004,Dizel ,Hecbek ,201000,1999,COROLLA,116
TOYOTA,7150,2010,Benzin ,Limuzina ,83000,1598,COROLLA,124
TOYOTA,750,1991,Benzin ,Limuzina ,250000,1285,COROLLA,82
TOYOTA,2599,1985,Benzin ,Hecbek ,193000,1587,COROLLA,95
TOYOTA,3990,2006,Dizel ,Hecbek ,197000,1364,COROLLA,90
TOYOTA,13000,2017,Benzin ,Limuzina ,32000,1600,COROLLA,132
TOYOTA,1190,2000,Benzin ,Hecbek ,230000,1398,COROLLA,97
TOYOTA,1500,2003,Dizel ,Karavan ,257000,1995,COROLLA,90
TOYOTA,2200,2002,Benzin ,Hecbek ,140000,1370,COROLLA,97
TOYOTA,850,1990,Benzin + Gas (TNG) ,Limuzina ,238589,1300,COROLLA,72
TOYOTA,2850,2006,Benzin ,Hecbek ,232000,1600,COROLLA,110
TOYOTA,1200,1990,Benzin ,Limuzina ,156600,1297,COROLLA,75
TOYOTA,2500,2002,Dizel ,Hecbek ,255000,1995,COROLLA,110
TOYOTA,620,1990,Benzin + Gas (TNG) ,Limuzina ,220000,1300,COROLLA,72
TOYOTA,11750,2016,Benzin ,Limuzina ,44100,1598,COROLLA,132
TOYOTA,2190,2003,Benzin ,Karavan ,259000,1600,COROLLA,101
TOYOTA,1999,2003,Dizel ,Karavan ,290000,1996,COROLLA,90
TOYOTA,3250,2004,Dizel ,Limuzina ,220480,1995,PRIUS +,116
TOYOTA,7500,2013,Dizel ,Hecbek ,109043,1364,PRIUS +,90
TOYOTA,9500,2019,Benzin ,Hecbek ,19000,998,PRIUS +,72
TOYOTA,2500,2004,Dizel ,Limuzina ,220000,1998,PRIUS +,117
TOYOTA,7790,2014,Dizel ,Hecbek ,101000,1364,PRIUS +,90
TOYOTA,3550,2003,Dizel ,Dzip/SUV ,210000,1998,PRIUS +,116
TOYOTA,7500,2012,Dizel ,Hecbek ,159000,1364,PRIUS +,90
TOYOTA,5950,2010,Dizel ,Hecbek ,135000,1364,PRIUS +,90
TOYOTA,21790,2019,Hibridni pogon ,Limuzina ,21000,1798,PRIUS +,98
TOYOTA,2790,2008,Benzin ,Hecbek ,239000,998,PRIUS +,69
TOYOTA,3490,2003,Dizel ,Limuzina ,260000,1995,PRIUS +,116
TOYOTA,5700,2014,Benzin ,Hecbek ,120000,998,PRIUS +,68
TOYOTA,4350,2007,Dizel ,Dzip/SUV ,220000,2190,PRIUS +,185
TOYOTA,3990,2010,Benzin ,Hecbek ,180555,998,PRIUS +,68
TOYOTA,2750,2003,Dizel ,Monovolumen (MiniVan) ,179000,1364,PRIUS +,75
TOYOTA,13890,2015,Dizel ,Dzip/SUV ,157000,1998,PRIUS +,124
TOYOTA,4490,2008,Dizel ,Hecbek ,192300,1998,PRIUS +,126
TOYOTA,4500,2007,Dizel ,Hecbek ,228852,1998,PRIUS +,126
TOYOTA,5150,2009,Dizel ,Hecbek ,228512,1363,PRIUS +,90
TOYOTA,5500,2009,Dizel ,Hecbek ,232541,1363,PRIUS +,90
TOYOTA,4800,2005,Dizel ,Dzip/SUV ,190500,1997,PRIUS +,116
TOYOTA,2450,2004,Benzin ,Hecbek ,173772,1298,PRIUS +,87
TOYOTA,4290,2005,Dizel ,Dzip/SUV ,265000,1998,PRIUS +,116
TOYOTA,5400,2011,Dizel ,Hecbek ,191500,1364,PRIUS +,90
TOYOTA,4150,2004,Dizel ,Dzip/SUV ,181000,1988,PRIUS +,116
TOYOTA,7350,2010,Dizel ,Dzip/SUV ,150000,2194,PRIUS +,150
TOYOTA,12500,2014,Dizel ,Dzip/SUV ,174305,1998,PRIUS +,124
TOYOTA,7399,2012,Dizel ,Karavan ,154380,1998,PRIUS +,126
TOYOTA,4500,2001,Benzin + Gas (TNG) ,Hecbek ,268000,2000,PRIUS +,150
TOYOTA,15790,2016,Dizel ,Dzip/SUV ,156000,1995,PRIUS +,143
TOYOTA,12240,2020,Benzin ,Hecbek ,6,1496,PRIUS +,111
TOYOTA,30690,2020,Hibridni pogon ,Hecbek ,6,1987,PRIUS +,184
TOYOTA,26950,2020,Hibridni pogon ,Karavan ,6,1798,PRIUS +,122
TOYOTA,10490,2020,Benzin ,Hecbek ,3,998,PRIUS +,72
TOYOTA,28900,2020,Hibridni pogon ,Hecbek ,3,1989,PRIUS +,185
TOYOTA,32900,2020,Hibridni pogon ,Hecbek ,1,1798,PRIUS +,121
TOYOTA,12890,2020,Benzin ,Hecbek ,2,1498,PRIUS +,110
TOYOTA,7990,2015,Dizel ,Hecbek ,189000,1399,PRIUS +,122
TOYOTA,5400,2008,Dizel ,Dzip/SUV ,184000,2231,PRIUS +,136
TOYOTA,3999,2007,Dizel ,Hecbek ,158657,1998,PRIUS +,126
TOYOTA,2900,2004,Dizel ,Hecbek ,186000,2000,PRIUS +,116
TOYOTA,3499,2003,Dizel ,Dzip/SUV ,211000,1995,PRIUS +,116
TOYOTA,3499,2004,Dizel ,Dzip/SUV ,290000,1998,PRIUS +,116
TOYOTA,2750,2005,Benzin ,Hecbek ,169370,998,PRIUS +,68
TOYOTA,2499,2006,Benzin ,Hecbek ,135000,998,PRIUS +,69
TOYOTA,12240,2020,Benzin ,Hecbek ,1,1496,PRIUS +,111
TOYOTA,15500,2016,Dizel ,Limuzina ,80000,1998,PRIUS +,143
TOYOTA,12600,2017,Dizel ,Hecbek ,73000,1364,PRIUS +,90
TOYOTA,3795,2002,Dizel ,Dzip/SUV ,201958,1985,PRIUS +,116
TOYOTA,8990,2012,Hibridni pogon ,Hecbek ,152000,1798,PRIUS +,99
TOYOTA,4290,2009,Benzin ,Hecbek ,135682,998,PRIUS +,75
TOYOTA,11790,2020,Benzin ,Hecbek ,0,1496,PRIUS +,111
TOYOTA,5699,2010,Dizel ,Hecbek ,189000,1998,PRIUS +,126
TOYOTA,4499,2007,Dizel ,Hecbek ,183340,1998,PRIUS +,126
TOYOTA,4199,2008,Dizel ,Hecbek ,155851,1364,PRIUS +,90
TOYOTA,1650,2001,Benzin ,Hecbek ,203000,1299,PRIUS +,86
TOYOTA,4499,2007,Dizel ,Hecbek ,195328,1998,PRIUS +,126
TOYOTA,8000,2008,Dizel ,Dzip/SUV ,96000,2230,PRIUS +,177
TOYOTA,5990,2010,Benzin ,Hecbek ,125432,1329,PRIUS +,101
TOYOTA,7800,2012,Dizel ,Karavan ,192590,1998,PRIUS +,124
TOYOTA,5000,2010,Dizel ,Karavan ,195000,2200,PRIUS +,150
TOYOTA,4999,2006,Dizel ,Dzip/SUV ,212000,2200,PRIUS +,150
TOYOTA,3900,2004,Dizel ,Dzip/SUV ,176000,1910,PRIUS +,116
TOYOTA,4350,2005,Hibridni pogon ,Hecbek ,215000,1500,PRIUS +,75
TOYOTA,17990,2016,Dizel ,Dzip/SUV ,68000,1995,PRIUS +,143
TOYOTA,3999,2009,Benzin ,Hecbek ,103000,998,PRIUS +,69
TOYOTA,2250,2003,Benzin ,Hecbek ,162000,998,PRIUS +,68
TOYOTA,3590,2003,Dizel ,Dzip/SUV ,180300,1995,PRIUS +,116
TOYOTA,8399,2013,Dizel ,Karavan ,215744,1998,PRIUS +,124
TOYOTA,4950,2005,Dizel ,Dzip/SUV ,225000,1995,PRIUS +,116
TOYOTA,31900,2020,Hibridni pogon ,Dzip/SUV ,0,1987,PRIUS +,152
TOYOTA,28400,2020,Hibridni pogon ,Dzip/SUV ,0,1798,PRIUS +,122
TOYOTA,11790,2020,Benzin ,Hecbek ,0,1496,PRIUS +,111
TOYOTA,16890,2020,Benzin ,Limuzina ,0,1598,PRIUS +,132
TOYOTA,6990,2009,Dizel ,Dzip/SUV ,288000,2189,PRIUS +,136
TOYOTA,4300,2007,Dizel ,Hecbek ,200500,2000,PRIUS +,126
TOYOTA,2990,2008,Dizel ,Karavan ,277000,2200,PRIUS +,177
TOYOTA,4790,2005,Dizel ,Dzip/SUV ,180000,1995,PRIUS +,116
TOYOTA,4400,2005,Dizel ,Dzip/SUV ,194810,1995,PRIUS +,116
TOYOTA,6400,2005,Dizel ,Dzip/SUV ,105400,2000,PRIUS +,150
TOYOTA,4200,2008,Dizel ,Hecbek ,194000,1998,PRIUS +,126
TOYOTA,1800,2002,Dizel ,Hecbek ,139000,1400,PRIUS +,75
TOYOTA,12500,2015,Dizel ,Dzip/SUV ,122350,1998,PRIUS +,110
TOYOTA,8799,2014,Dizel ,Limuzina ,140397,1998,PRIUS +,124
TOYOTA,3800,2003,Benzin ,Dzip/SUV ,165780,1998,PRIUS +,150
TOYOTA,3650,2007,Dizel ,Hecbek ,129878,1364,PRIUS +,76
TOYOTA,2900,2006,Dizel ,Hecbek ,169942,1364,PRIUS +,90
TOYOTA,34500,2019,Hibridni pogon ,Limuzina ,5,2487,PRIUS +,218
TOYOTA,4200,2001,Dizel ,Dzip/SUV ,203000,1995,PRIUS +,116
TOYOTA,18500,2014,Dizel ,Dzip/SUV ,115064,1998,PRIUS +,124
TOYOTA,2399,2005,Benzin ,Hecbek ,238512,998,PRIUS +,68
TOYOTA,2990,2005,Dizel ,Hecbek ,178000,1396,PRIUS +,90
TOYOTA,2350,2005,Dizel ,Hecbek ,204000,1398,PRIUS +,75
TOYOTA,8750,2017,Benzin ,Hecbek ,58873,998,PRIUS +,69
TOYOTA,2950,2007,Benzin ,Hecbek ,85956,990,PRIUS +,69
TOYOTA,3800,2009,Benzin ,Hecbek ,129000,998,PRIUS +,69
